number,year,kode,region,municipalities,total,urban,rural,,,
24657,2014,7182400020,Ханты-Мансийский автономный округ - Югра,Советский муниципальный район,48275,45063,3212,,,
24658,2014,7182410420,Ханты-Мансийский автономный округ - Югра,Городское поселение Советский,28087,28087,0,,,
24659,2014,728241040011200,Ханты-Мансийский автономный округ - Югра,г. Советский,28087,28087,0,,,
24660,2014,7182415220,Ханты-Мансийский автономный округ - Югра,Городское поселение Агириш,2478,2478,0,,,
24661,2014,728241520511200,Ханты-Мансийский автономный округ - Югра,пгт. Агириш,2478,2478,0,,,
24662,2014,7182415320,Ханты-Мансийский автономный округ - Югра,Городское поселение Зеленоборск,2316,2316,0,,,
24663,2014,728241530511200,Ханты-Мансийский автономный округ - Югра,пгт. Зеленоборск,2316,2316,0,,,
24664,2014,7182415520,Ханты-Мансийский автономный округ - Югра,Городское поселение Коммунистический,2199,2199,0,,,
24665,2014,728241550511200,Ханты-Мансийский автономный округ - Югра,пгт. Коммунистический,2199,2199,0,,,
24666,2014,7182415820,Ханты-Мансийский автономный округ - Югра,Городское поселение Малиновский,3496,2591,905,,,
24667,2014,728241580511200,Ханты-Мансийский автономный округ - Югра,пгт. Малиновский,2591,2591,0,,,
24668,2014,7182415720,Ханты-Мансийский автономный округ - Югра,Городское поселение Пионерский,5175,5175,0,,,
24669,2014,728241570511200,Ханты-Мансийский автономный округ - Югра,пгт. Пионерский,5175,5175,0,,,
24670,2014,7182415920,Ханты-Мансийский автономный округ - Югра,Городское поселение Таежный,2217,2217,0,,,
24671,2014,728241590511200,Ханты-Мансийский автономный округ - Югра,пгт. Таежный,2217,2217,0,,,
24672,2014,7182440220,Ханты-Мансийский автономный округ - Югра,Сельское поселение Алябьевский,2307,0,2307,,,
24673,2014,7182470120,Ханты-Мансийский автономный округ - Югра,Межселенная территория Советского муниципального района,0,0,0,,,
24674,2014,7182600020,Ханты-Мансийский автономный округ - Югра,Сургутский муниципальный район,121399,85668,35731,,,
24675,2014,7182610521,Ханты-Мансийский автономный округ - Югра,Городское поселение Лянтор,40000,40000,0,,,
24676,2014,728261050011210,Ханты-Мансийский автономный округ - Югра,г. Лянтор,40000,40000,0,,,
24677,2014,7182615320,Ханты-Мансийский автономный округ - Югра,Городское поселение Барсово,5524,5524,0,,,
24678,2014,728261530511200,Ханты-Мансийский автономный округ - Югра,пгт. Барсово,5524,5524,0,,,
24679,2014,7182615520,Ханты-Мансийский автономный округ - Югра,Городское поселение Белый Яр,16859,16859,0,,,
24680,2014,728261550511200,Ханты-Мансийский автономный округ - Югра,пгт. Белый Яр,16859,16859,0,,,
24681,2014,7182616520,Ханты-Мансийский автономный округ - Югра,Городское поселение Федоровский,23285,23285,0,,,
24682,2014,728261650511200,Ханты-Мансийский автономный округ - Югра,пгт. Федоровский,23285,23285,0,,,
24683,2014,7182640721,Ханты-Мансийский автономный округ - Югра,Сельское поселение Солнечный,11224,0,11224,,,
24684,2014,7182641620,Ханты-Мансийский автономный округ - Югра,Сельское поселение Локосово,3426,0,3426,,,
24685,2014,7182643021,Ханты-Мансийский автономный округ - Югра,Сельское поселение Русскинская,1585,0,1585,,,
24686,2014,7182643621,Ханты-Мансийский автономный округ - Югра,Сельское поселение Сытомино,1060,0,1060,,,
24687,2014,7182644420,Ханты-Мансийский автономный округ - Югра,Сельское поселение Тундрино,431,0,431,,,
24688,2014,7182642321,Ханты-Мансийский автономный округ - Югра,Сельское поселение Нижнесортымский,12110,0,12110,,,
24689,2014,7182642020,Ханты-Мансийский автономный округ - Югра,Сельское поселение Лямина,742,0,742,,,
24690,2014,7182644821,Ханты-Мансийский автономный округ - Югра,Сельское поселение Угут,2776,0,2776,,,
24691,2014,7182645021,Ханты-Мансийский автономный округ - Югра,Сельское поселение Ульт-Ягун,2291,0,2291,,,
24692,2014,7182670121,Ханты-Мансийский автономный округ - Югра,Межселенная территория Сургутского муниципального района,86,0,86,,,
24693,2014,7182900020,Ханты-Мансийский автономный округ - Югра,Ханты-Мансийский муниципальный район,20056,0,20056,,,
24694,2014,7182940621,Ханты-Мансийский автономный округ - Югра,Сельское поселение Горноправдинск,5176,0,5176,,,
24695,2014,7182940721,Ханты-Мансийский автономный округ - Югра,Сельское поселение Кедровый,1335,0,1335,,,
24696,2014,7182941621,Ханты-Мансийский автономный округ - Югра,Сельское поселение Луговской,3247,0,3247,,,
24697,2014,7182941721,Ханты-Мансийский автономный округ - Югра,Сельское поселение Кышик,831,0,831,,,
24698,2014,7182942420,Ханты-Мансийский автономный округ - Югра,Сельское поселение Нялинское,939,0,939,,,
24699,2014,7182942821,Ханты-Мансийский автономный округ - Югра,Сельское поселение Селиярово,1986,0,1986,,,
24700,2014,7182943221,Ханты-Мансийский автономный округ - Югра,Сельское поселение Сибирский,1858,0,1858,,,
24701,2014,7182943421,Ханты-Мансийский автономный округ - Югра,Сельское поселение Согом,273,0,273,,,
24702,2014,7182943521,Ханты-Мансийский автономный округ - Югра,Сельское поселение Выкатной,1248,0,1248,,,
24703,2014,7182944321,Ханты-Мансийский автономный округ - Югра,Сельское поселение Красноленинский,937,0,937,,,
24704,2014,7182944821,Ханты-Мансийский автономный округ - Югра,Сельское поселение Цингалы,763,0,763,,,
24705,2014,7182941221,Ханты-Мансийский автономный округ - Югра,Сельское поселение Шапша,1461,0,1461,,,
24706,2014,7182970121,Ханты-Мансийский автономный округ - Югра,Межселенная территория Ханты-Мансийского муниципального района,2,0,2,,,
24707,2014,7190000010,Ямало-Ненецкий автономный округ,Муниципальные районы и городские округа Ямало-Ненецкого автономного округа,539671,452569,87102,,,
24708,2014,7195100011,Ямало-Ненецкий автономный округ,Городской округ город Салехард,48227,47931,296,,,
24709,2014,749510000011111,Ямало-Ненецкий автономный округ,г. Салехард,47931,47931,0,,,
24710,2014,7195200010,Ямало-Ненецкий автономный округ,Городской округ город Губкинский,26214,26214,0,,,
24711,2014,749520000011100,Ямало-Ненецкий автономный округ,г. Губкинский,26214,26214,0,,,
24712,2014,7195300010,Ямало-Ненецкий автономный округ,Городской округ город Лабытнанги,26359,26359,0,,,
24713,2014,749530000011100,Ямало-Ненецкий автономный округ,г. Лабытнанги,26359,26359,0,,,
24714,2014,7195500010,Ямало-Ненецкий автономный округ,Городской округ город Муравленко,33016,33016,0,,,
24715,2014,749550000011100,Ямало-Ненецкий автономный округ,г. Муравленко,33016,33016,0,,,
24716,2014,7195600010,Ямало-Ненецкий автономный округ,Городской округ город Новый Уренгой,115753,115753,0,,,
24717,2014,749560000011102,Ямало-Ненецкий автономный округ,г. Новый Уренгой,115753,115753,0,,,
24718,2014,7195800010,Ямало-Ненецкий автономный округ,Городской округ город Ноябрьск,107447,107447,0,,,
24719,2014,749580000011102,Ямало-Ненецкий автономный округ,г. Ноябрьск,107447,107447,0,,,
24720,2014,7191300011,Ямало-Ненецкий автономный округ,Красноселькупский муниципальный район,6036,0,6036,,,
24721,2014,7191340611,Ямало-Ненецкий автономный округ,Сельское поселение село Красноселькуп,3908,0,3908,,,
24722,2014,7191340311,Ямало-Ненецкий автономный округ,Сельское поселение село Ратта,183,0,183,,,
24723,2014,7191341211,Ямало-Ненецкий автономный округ,Сельское поселение Толькинское,1945,0,1945,,,
24724,2014,7191600011,Ямало-Ненецкий автономный округ,Надымский муниципальный район,65979,57716,8263,,,
24725,2014,7191615111,Ямало-Ненецкий автономный округ,Городское поселение город Надым,45792,45792,0,,,
24726,2014,749161510011110,Ямало-Ненецкий автономный округ,г. Надым,45792,45792,0,,,
24727,2014,7191615611,Ямало-Ненецкий автономный округ,Городское поселение поселок Пангоды,10862,10862,0,,,
24728,2014,749161560511110,Ямало-Ненецкий автономный округ,пгт. Пангоды,10862,10862,0,,,
24729,2014,7191615311,Ямало-Ненецкий автономный округ,Городское поселение поселок Заполярный,1062,1062,0,,,
24730,2014,749161530511110,Ямало-Ненецкий автономный округ,пгт. Заполярный,1062,1062,0,,,
24731,2014,7191640211,Ямало-Ненецкий автономный округ,Сельское поселение Кутопьюганское,1161,0,1161,,,
24732,2014,7191640311,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Лонгъюган,1365,0,1365,,,
24733,2014,7191640411,Ямало-Ненецкий автономный округ,Сельское поселение село Ныда,1773,0,1773,,,
24734,2014,7191641211,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Правохеттинский,1198,0,1198,,,
24735,2014,7191641411,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Приозерный,1253,0,1253,,,
24736,2014,7191642311,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Ягельный,896,0,896,,,
24737,2014,7191670111,Ямало-Ненецкий автономный округ,Межселенная территория Надымского муниципального района,617,0,617,,,
24738,2014,7191800011,Ямало-Ненецкий автономный округ,Приуральский муниципальный район,15128,6165,8963,,,
24739,2014,7191816911,Ямало-Ненецкий автономный округ,Городское поселение посёлок Харп,6165,6165,0,,,
24740,2014,749181690511110,Ямало-Ненецкий автономный округ,пгт. Харп,6165,6165,0,,,
24741,2014,7191840311,Ямало-Ненецкий автономный округ,Сельское поселение Аксарковское,4698,0,4698,,,
24742,2014,7191841811,Ямало-Ненецкий автономный округ,Сельское поселение Белоярское,3477,0,3477,,,
24743,2014,7191841511,Ямало-Ненецкий автономный округ,Сельское поселение село Катравож,788,0,788,,,
24744,2014,7192000011,Ямало-Ненецкий автономный округ,Пуровский муниципальный район,52331,31968,20363,,,
24745,2014,7192010511,Ямало-Ненецкий автономный округ,Городское поселение город Тарко-Сале,21151,21151,0,,,
24746,2014,749201050011110,Ямало-Ненецкий автономный округ,г. Тарко-Сале,21151,21151,0,,,
24747,2014,7192015911,Ямало-Ненецкий автономный округ,Городское поселение посёлок Уренгой,10817,10817,0,,,
24748,2014,749201590511110,Ямало-Ненецкий автономный округ,пгт. Уренгой,10817,10817,0,,,
24749,2014,7192040811,Ямало-Ненецкий автономный округ,Сельское поселение Пуровское,2732,0,2732,,,
24750,2014,7192040911,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Пурпе,9565,0,9565,,,
24751,2014,7192040711,Ямало-Ненецкий автономный округ,Сельское поселение село Самбург,1937,0,1937,,,
24752,2014,7192040311,Ямало-Ненецкий автономный округ,Сельское поселение село Халясавэй,806,0,806,,,
24753,2014,7192041711,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Ханымей,4542,0,4542,,,
24754,2014,7192041811,Ямало-Ненецкий автономный округ,Сельское поселение деревня Харампур,746,0,746,,,
24755,2014,7192070111,Ямало-Ненецкий автономный округ,Межселенная территория Пуровского муниципального района,35,0,35,,,
24756,2014,7192300011,Ямало-Ненецкий автономный округ,Тазовский муниципальный район,17162,0,17162,,,
24757,2014,7192340111,Ямало-Ненецкий автономный округ,Сельское поселение посёлок Тазовский,7339,0,7339,,,
24758,2014,7192340311,Ямало-Ненецкий автономный округ,Сельское поселение село Антипаюта,2593,0,2593,,,
24759,2014,7192340511,Ямало-Ненецкий автономный округ,Сельское поселение село Газ-Сале,1868,0,1868,,,
24760,2014,7192340611,Ямало-Ненецкий автономный округ,Сельское поселение село Гыда,3414,0,3414,,,
24761,2014,7192340911,Ямало-Ненецкий автономный округ,Сельское поселение село Находка,1237,0,1237,,,
24762,2014,7192370111,Ямало-Ненецкий автономный округ,Межселенная территория Тазовского муниципального района,711,0,711,,,
24763,2014,7192600011,Ямало-Ненецкий автономный округ,Шурышкарский муниципальный район,9607,0,9607,,,
24764,2014,7192640311,Ямало-Ненецкий автономный округ,Сельское поселение Азовское,377,0,377,,,
24765,2014,7192640611,Ямало-Ненецкий автономный округ,Сельское поселение Горковское,1921,0,1921,,,
24766,2014,7192640911,Ямало-Ненецкий автономный округ,Сельское поселение Лопхаринское,520,0,520,,,
24767,2014,7192641211,Ямало-Ненецкий автономный округ,Сельское поселение Мужевское,4250,0,4250,,,
24768,2014,7192641811,Ямало-Ненецкий автономный округ,Сельское поселение Овгортское,1255,0,1255,,,
24769,2014,7192641511,Ямало-Ненецкий автономный округ,Сельское поселение село Питляр,482,0,482,,,
24770,2014,7192642111,Ямало-Ненецкий автономный округ,Сельское поселение Шурышкарское,802,0,802,,,
24771,2014,7192800011,Ямало-Ненецкий автономный округ,Ямальский муниципальный район,16412,0,16412,,,
24772,2014,7192840411,Ямало-Ненецкий автономный округ,Сельское поселение Мыс-Каменское,1635,0,1635,,,
24773,2014,7192841411,Ямало-Ненецкий автономный округ,Сельское поселение село Новый Порт,1716,0,1716,,,
24774,2014,7192840511,Ямало-Ненецкий автономный округ,Сельское поселение село Панаевск,2263,0,2263,,,
24775,2014,7192841011,Ямало-Ненецкий автономный округ,Сельское поселение село Салемал,913,0,913,,,
24776,2014,7192840711,Ямало-Ненецкий автономный округ,Сельское поселение село Сеяха,2612,0,2612,,,
24777,2014,7192841711,Ямало-Ненецкий автономный округ,Сельское поселение Яр-Салинское,7229,0,7229,,,
24778,2014,7192870111,Ямало-Ненецкий автономный округ,Межселенная территория Ямальского муниципального района,44,0,44,,,
24779,2014,7300000000,Ульяновская область,Муниципальные образования Ульяновской области,1267561,940852,326709,,,
24780,2014,7370100000,Ульяновская область,Городской округ 'город Ульяновск',639500,616672,22828,,,
24781,2014,737010000011001,Ульяновская область,г. Ульяновск,616672,616672,0,,,
24782,2014,,Ульяновская область,в том числе внутригородские районы:,,,,,,
24783,2014,737013650011000,Ульяновская область,Железнодорожный район,85653,76281,9372,,,
24784,2014,737013680011000,Ульяновская область,Заволжский район,218426,217303,1123,,,
24785,2014,737013730011000,Ульяновская область,Засвияжский район,220422,214561,5861,,,
24786,2014,737013840011000,Ульяновская область,Ленинский район,114999,108527,6472,,,
24787,2014,7370500000,Ульяновская область,Городской округ 'город Димитровград',118513,118513,0,,,
24788,2014,737050000011002,Ульяновская область,г. Димитровград,118513,118513,0,,,
24789,2014,7371500000,Ульяновская область,Городской округ 'город Новоульяновск',19292,15104,4188,,,
24790,2014,737150000011000,Ульяновская область,г. Новоульяновск,15104,15104,0,,,
24791,2014,7360200000,Ульяновская область,Базарносызганский муниципальный район,9173,5287,3886,,,
24792,2014,7360215100,Ульяновская область,Базарносызганское городское поселение,5775,5287,488,,,
24793,2014,736021510511000,Ульяновская область,пгт. Базарный Сызган рп,5287,5287,0,,,
24794,2014,7360240500,Ульяновская область,Сосновоборское сельское поселение,811,0,811,,,
24795,2014,7360240800,Ульяновская область,Должниковское сельское поселение,795,0,795,,,
24796,2014,7360241200,Ульяновская область,Лапшаурское сельское поселение,681,0,681,,,
24797,2014,7360242500,Ульяновская область,Папузинское сельское поселение,1111,0,1111,,,
24798,2014,7360400000,Ульяновская область,Барышский муниципальный район,41578,26611,14967,,,
24799,2014,7360410100,Ульяновская область,Барышское городское поселение,16608,16608,0,,,
24800,2014,736041010011000,Ульяновская область,г. Барыш,16608,16608,0,,,
24801,2014,7360415200,Ульяновская область,Жадовское городское поселение,2405,1694,711,,,
24802,2014,736041520511000,Ульяновская область,пгт. Жадовка рп,1694,1694,0,,,
24803,2014,7360415400,Ульяновская область,Измайловское городское поселение,2731,2335,396,,,
24804,2014,736041540511000,Ульяновская область,пгт. Измайлово рп,2335,2335,0,,,
24805,2014,7360415600,Ульяновская область,Ленинское городское поселение,4521,2306,2215,,,
24806,2014,736041560511000,Ульяновская область,пгт. им. В.И.Ленина рп,2306,2306,0,,,
24807,2014,7360415800,Ульяновская область,Старотимошкинское городское поселение,6166,3668,2498,,,
24808,2014,736041580511000,Ульяновская область,пгт. Старотимошкино рп,3668,3668,0,,,
24809,2014,7360442000,Ульяновская область,Живайкинское сельское поселение,2525,0,2525,,,
24810,2014,7360443200,Ульяновская область,Земляничненское сельское поселение,1244,0,1244,,,
24811,2014,7360445000,Ульяновская область,Малохомутерское сельское поселение,2462,0,2462,,,
24812,2014,7360447500,Ульяновская область,Поливановское сельское поселение,2916,0,2916,,,
24813,2014,7360700000,Ульяновская область,Вешкаймский муниципальный район,18252,8241,10011,,,
24814,2014,7360715100,Ульяновская область,Вешкаймское городское поселение,9385,6156,3229,,,
24815,2014,736071510511000,Ульяновская область,пгт. Вешкайма рп,6156,6156,0,,,
24816,2014,7360715800,Ульяновская область,Чуфаровское городское поселение,2326,2085,241,,,
24817,2014,736071580511000,Ульяновская область,пгт. Чуфарово рп,2085,2085,0,,,
24818,2014,7360744000,Ульяновская область,Ермоловское сельское поселение,2744,0,2744,,,
24819,2014,7360741000,Ульяновская область,Бекетовское сельское поселение,1689,0,1689,,,
24820,2014,7360745000,Ульяновская область,Каргинское сельское поселение,1156,0,1156,,,
24821,2014,7360748000,Ульяновская область,Стемасское сельское поселение,952,0,952,,,
24822,2014,7361000000,Ульяновская область,Инзенский муниципальный район,31696,20331,11365,,,
24823,2014,7361010100,Ульяновская область,Инзенское городское поселение,18416,18127,289,,,
24824,2014,736101010011000,Ульяновская область,г. Инза,18127,18127,0,,,
24825,2014,7361015800,Ульяновская область,Глотовское городское поселение,2579,2204,375,,,
24826,2014,736101580511000,Ульяновская область,пгт. Глотовка рп,2204,2204,0,,,
24827,2014,7361042500,Ульяновская область,Валгусское сельское поселение,1423,0,1423,,,
24828,2014,7361044500,Ульяновская область,Коржевское сельское поселение,1707,0,1707,,,
24829,2014,7361045500,Ульяновская область,Оськинское сельское поселение,3319,0,3319,,,
24830,2014,7361047500,Ульяновская область,Сюксюмское сельское поселение,473,0,473,,,
24831,2014,7361048000,Ульяновская область,Труслейское сельское поселение,2103,0,2103,,,
24832,2014,7361048700,Ульяновская область,Черемушкинское сельское поселение,1676,0,1676,,,
24833,2014,7361400000,Ульяновская область,Карсунский муниципальный район,23591,11468,12123,,,
24834,2014,7361415100,Ульяновская область,Карсунское городское поселение,10104,7603,2501,,,
24835,2014,736141510511000,Ульяновская область,пгт. Карсун рп,7603,7603,0,,,
24836,2014,7361415800,Ульяновская область,Языковское городское поселение,4275,3865,410,,,
24837,2014,736141580511000,Ульяновская область,пгт. Языково рп,3865,3865,0,,,
24838,2014,7361442500,Ульяновская область,Большепоселковское сельское поселение,659,0,659,,,
24839,2014,7361443000,Ульяновская область,Вальдиватское сельское поселение,2147,0,2147,,,
24840,2014,7361445000,Ульяновская область,Новопогореловское сельское поселение,1607,0,1607,,,
24841,2014,7361445500,Ульяновская область,Сосновское сельское поселение,1443,0,1443,,,
24842,2014,7361447000,Ульяновская область,Горенское сельское поселение,1216,0,1216,,,
24843,2014,7361448000,Ульяновская область,Урено-Карлинское сельское поселение,2140,0,2140,,,
24844,2014,7361600000,Ульяновская область,Кузоватовский муниципальный район,20975,7875,13100,,,
24845,2014,7361615100,Ульяновская область,Кузоватовское городское поселение,7875,7875,0,,,
24846,2014,736161510511000,Ульяновская область,пгт. Кузоватово рп,7875,7875,0,,,
24847,2014,7361641000,Ульяновская область,Безводовское сельское поселение,3156,0,3156,,,
24848,2014,7361642000,Ульяновская область,Еделевское сельское поселение,2583,0,2583,,,
24849,2014,7361643000,Ульяновская область,Коромысловское сельское поселение,3640,0,3640,,,
24850,2014,7361644500,Ульяновская область,Лесоматюнинское сельское поселение,1354,0,1354,,,
24851,2014,7361646500,Ульяновская область,Спешневское сельское поселение,2367,0,2367,,,
24852,2014,7362000000,Ульяновская область,Майнский муниципальный район,24714,8913,15801,,,
24853,2014,7362015100,Ульяновская область,Майнское городское поселение,9199,6761,2438,,,
24854,2014,736201510511000,Ульяновская область,пгт. Майна рп,6761,6761,0,,,
24855,2014,7362015800,Ульяновская область,Игнатовское городское поселение,4734,2152,2582,,,
24856,2014,736201580511000,Ульяновская область,пгт. Игнатовка рп,2152,2152,0,,,
24857,2014,7362041500,Ульяновская область,Анненковское сельское поселение,1200,0,1200,,,
24858,2014,7362045500,Ульяновская область,Гимовское сельское поселение,1451,0,1451,,,
24859,2014,7362042000,Ульяновская область,Выровское сельское поселение,1648,0,1648,,,
24860,2014,7362046000,Ульяновская область,Старомаклаушинское сельское поселение,1455,0,1455,,,
24861,2014,7362047000,Ульяновская область,Тагайское сельское поселение,5027,0,5027,,,
24862,2014,7362200000,Ульяновская область,Мелекесский муниципальный район,35996,12000,23996,,,
24863,2014,7362215300,Ульяновская область,Мулловское городское поселение,6352,6102,250,,,
24864,2014,736221530511000,Ульяновская область,пгт. Мулловка рп,6102,6102,0,,,
24865,2014,7362216000,Ульяновская область,Новомайнское городское поселение,7001,5898,1103,,,
24866,2014,736221600511000,Ульяновская область,пгт. Новая Майна рп,5898,5898,0,,,
24867,2014,7362242500,Ульяновская область,Новоселкинское сельское поселение,5308,0,5308,,,
24868,2014,7362243000,Ульяновская область,Лебяжинское сельское поселение,4417,0,4417,,,
24869,2014,7362244100,Ульяновская область,Николочеремшанское сельское поселение,2464,0,2464,,,
24870,2014,7362245600,Ульяновская область,Рязановское сельское поселение,3879,0,3879,,,
24871,2014,7362246000,Ульяновская область,Старосахчинское сельское поселение,2038,0,2038,,,
24872,2014,7362246500,Ульяновская область,Тиинское сельское поселение,4537,0,4537,,,
24873,2014,7362500000,Ульяновская область,Николаевский муниципальный район,25422,6176,19246,,,
24874,2014,7362515100,Ульяновская область,Николаевское городское поселение,8437,6176,2261,,,
24875,2014,736251510511000,Ульяновская область,пгт. Николаевка рп,6176,6176,0,,,
24876,2014,7362541500,Ульяновская область,Барановское сельское поселение,2335,0,2335,,,
24877,2014,7362542500,Ульяновская область,Головинское сельское поселение,1681,0,1681,,,
24878,2014,7362543500,Ульяновская область,Дубровское сельское поселение,996,0,996,,,
24879,2014,7362543900,Ульяновская область,Канадейское сельское поселение,3001,0,3001,,,
24880,2014,7362544500,Ульяновская область,Никулинское сельское поселение,4550,0,4550,,,
24881,2014,7362545500,Ульяновская область,Поспеловское сельское поселение,2048,0,2048,,,
24882,2014,7362546500,Ульяновская область,Славкинское сельское поселение,1544,0,1544,,,
24883,2014,7362547000,Ульяновская область,Сухотерешанское сельское поселение,830,0,830,,,
24884,2014,7362700000,Ульяновская область,Новомалыклинский муниципальный район,14826,0,14826,,,
24885,2014,7362742000,Ульяновская область,Высококолковское сельское поселение,1947,0,1947,,,
24886,2014,7362745000,Ульяновская область,Новомалыклинское сельское поселение,4995,0,4995,,,
24887,2014,7362745200,Ульяновская область,Новочеремшанское сельское поселение,3712,0,3712,,,
24888,2014,7362746000,Ульяновская область,Среднесантимирское сельское поселение,1725,0,1725,,,
24889,2014,7362746200,Ульяновская область,Среднеякушкинское сельское поселение,2447,0,2447,,,
24890,2014,7362900000,Ульяновская область,Новоспасский муниципальный район,21678,10860,10818,,,
24891,2014,7362915100,Ульяновская область,Новоспасское городское поселение,12974,10860,2114,,,
24892,2014,736291510511000,Ульяновская область,пгт. Новоспасское рп,10860,10860,0,,,
24893,2014,7362941000,Ульяновская область,Коптевское сельское поселение,1386,0,1386,,,
24894,2014,7362944000,Ульяновская область,Красносельское сельское поселение,3387,0,3387,,,
24895,2014,7362945000,Ульяновская область,Садовское сельское поселение,1276,0,1276,,,
24896,2014,7362948000,Ульяновская область,Троицкосунгурское сельское поселение,1554,0,1554,,,
24897,2014,7362948500,Ульяновская область,Фабричновыселковское сельское поселение,1101,0,1101,,,
24898,2014,7363200000,Ульяновская область,Павловский муниципальный район,14059,5361,8698,,,
24899,2014,7363215100,Ульяновская область,Павловское городское поселение,7081,5361,1720,,,
24900,2014,736321510511000,Ульяновская область,пгт. Павловка рп,5361,5361,0,,,
24901,2014,7363240500,Ульяновская область,Баклушинское сельское поселение,1242,0,1242,,,
24902,2014,7363242500,Ульяновская область,Пичеурское сельское поселение,1277,0,1277,,,
24903,2014,7363244000,Ульяновская область,Холстовское сельское поселение,1821,0,1821,,,
24904,2014,7363243500,Ульяновская область,Шмалакское сельское поселение,1046,0,1046,,,
24905,2014,7363245000,Ульяновская область,Шаховское сельское поселение,1592,0,1592,,,
24906,2014,7363400000,Ульяновская область,Радищевский муниципальный район,13109,4281,8828,,,
24907,2014,7363415100,Ульяновская область,Радищевское городское поселение,5628,4281,1347,,,
24908,2014,736341510511000,Ульяновская область,пгт. Радищево рп,4281,4281,0,,,
24909,2014,7363442000,Ульяновская область,Дмитриевское сельское поселение,1063,0,1063,,,
24910,2014,7363442500,Ульяновская область,Калиновское сельское поселение,1712,0,1712,,,
24911,2014,7363444000,Ульяновская область,Октябрьское сельское поселение,2766,0,2766,,,
24912,2014,7363444500,Ульяновская область,Ореховское сельское поселение,1940,0,1940,,,
24913,2014,7363600000,Ульяновская область,Сенгилеевский муниципальный район,22725,13855,8870,,,
24914,2014,7363610100,Ульяновская область,Сенгилеевское городское поселение,7889,7889,0,,,
24915,2014,736361010011000,Ульяновская область,г. Сенгилей,6783,6783,0,,,
24916,2014,736361010561000,Ульяновская область,пгт. Цемзавод рп,1106,1106,0,,,
24917,2014,7363615300,Ульяновская область,Красногуляевское городское поселение,3024,3003,21,,,
24918,2014,736361530511000,Ульяновская область,пгт. Красный Гуляй рп,3003,3003,0,,,
24919,2014,7363615700,Ульяновская область,Силикатненское городское поселение,3304,2963,341,,,
24920,2014,736361570511000,Ульяновская область,пгт. Силикатный рп,2963,2963,0,,,
24921,2014,7363644000,Ульяновская область,Елаурское сельское поселение,2871,0,2871,,,
24922,2014,7363646000,Ульяновская область,Новослободское сельское поселение,2100,0,2100,,,
24923,2014,7363648000,Ульяновская область,Тушнинское сельское поселение,3537,0,3537,,,
24924,2014,7363900000,Ульяновская область,Старокулаткинский муниципальный район,13160,5306,7854,,,
24925,2014,7363915100,Ульяновская область,Старокулаткинское городское поселение,7692,5306,2386,,,
24926,2014,736391510511000,Ульяновская область,пгт. Старая Кулатка рп,5306,5306,0,,,
24927,2014,7363944000,Ульяновская область,Терешанское сельское поселение,1657,0,1657,,,
24928,2014,7363944500,Ульяновская область,Староатлашское сельское поселение,1448,0,1448,,,
24929,2014,7363945000,Ульяновская область,Зеленовское сельское поселение,1322,0,1322,,,
24930,2014,7363945500,Ульяновская область,Мостякское сельское поселение,1041,0,1041,,,
24931,2014,7364200000,Ульяновская область,Старомайнский муниципальный район,17425,6338,11087,,,
24932,2014,7364215100,Ульяновская область,Старомайнское городское поселение,6338,6338,0,,,
24933,2014,736421510511000,Ульяновская область,пгт. Старая Майна рп,6338,6338,0,,,
24934,2014,7364240500,Ульяновская область,Кандалинское сельское поселение,2409,0,2409,,,
24935,2014,7364242500,Ульяновская область,Жедяевское сельское поселение,1335,0,1335,,,
24936,2014,7364243000,Ульяновская область,Краснореченское сельское поселение,1783,0,1783,,,
24937,2014,7364243500,Ульяновская область,Прибрежненское сельское поселение,3128,0,3128,,,
24938,2014,7364244500,Ульяновская область,Матвеевское сельское поселение,1713,0,1713,,,
24939,2014,7364246000,Ульяновская область,Урайкинское сельское поселение,719,0,719,,,
24940,2014,7364400000,Ульяновская область,Сурский муниципальный район,18058,6638,11420,,,
24941,2014,7364415100,Ульяновская область,Сурское городское поселение,8453,6638,1815,,,
24942,2014,736441510511000,Ульяновская область,пгт. Сурское рп,6638,6638,0,,,
24943,2014,7364441000,Ульяновская область,Астрадамовское сельское поселение,2226,0,2226,,,
24944,2014,7364445500,Ульяновская область,Лавинское сельское поселение,1245,0,1245,,,
24945,2014,7364446000,Ульяновская область,Никитинское сельское поселение,1421,0,1421,,,
24946,2014,7364447000,Ульяновская область,Сарское сельское поселение,1693,0,1693,,,
24947,2014,7364447500,Ульяновская область,Чеботаевское сельское поселение,1086,0,1086,,,
24948,2014,7364448500,Ульяновская область,Хмелевское сельское поселение,1934,0,1934,,,
24949,2014,7364800000,Ульяновская область,Тереньгульский муниципальный район,18051,5115,12936,,,
24950,2014,7364815100,Ульяновская область,Тереньгульское городское поселение,7546,5115,2431,,,
24951,2014,736481510511000,Ульяновская область,пгт. Тереньга рп,5115,5115,0,,,
24952,2014,7364841000,Ульяновская область,Белогорское сельское поселение,1529,0,1529,,,
